openrouter_id,display_name,is_active,description,context_length,input_price_usd_million,output_price_usd_million,is_multimodal,cost_band,is_free,supports_reasoning,supports_pdf,current_elo_score,created_at,updated_at,matched_lmsys_model,matched_elo_score,match_confidence,match_reasoning,lmsys_rank,lmsys_organization,has_elo_match
meta-llama/llama-3.1-405b-instruct,Meta: Llama 3.1 405B Instruct,YES,"The highly anticipated 400B class of Llama3 is here! Clocking in at 128k context with impressive eval scores, the Meta AI team continues to push the frontier of open-source LLMs.

Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 405B instruct-tuned version is optimized for high quality dialogue usecases.

It has demonstrated strong performance compared to leading closed-source models including GPT-4o and Claude 3.5 Sonnet in evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3-1/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",32768,1.5999999999999999,1.5999999999999999,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:01.130051,Meta-Llama-3.1-405B-Instruct-bf16,1265,108.19%,Exact variant match; Strong feature alignment; High string similarity; Same model family,49,Meta,YES
meta-llama/llama-3.1-405b:free,Meta: Llama 3.1 405B (base) (free),YES,"Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This is the base 405B pre-trained version.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",64000,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:59.175598,LLaMA-13B,796,77.47%,Exact variant match; Same model family,201,Meta,YES
meta-llama/llama-3.1-70b-instruct,Meta: Llama 3.1 70B Instruct,YES,"Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 70B instruct-tuned version is optimized for high quality dialogue usecases.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3-1/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",131072,0.19999999999999998,0.56,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:01.430039,Llama-3.1-Nemotron-70B-Instruct,1265,100.73%,Exact variant match; Strong feature alignment; High string similarity; Same model family,47,Nvidia,YES
meta-llama/llama-3.1-8b-instruct,Meta: Llama 3.1 8B Instruct,YES,"Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 8B instruct-tuned version is fast and efficient.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3-1/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",16384,0.04,0.06,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:00.830117,Meta-Llama-3.2-1B-Instruct,1050,93.65%,Exact variant match; High string similarity; Same model family,165,Meta,YES
meta-llama/llama-3.1-8b-instruct:free,Meta: Llama 3.1 8B Instruct (free),YES,"Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 8B instruct-tuned version is fast and efficient.

It has demonstrated strong performance compared to leading closed-source models in human evaluations.

To read more about the model release, [click here](https://ai.meta.com/blog/meta-llama-3-1/). Usage of this model is subject to [Meta's Acceptable Use Policy](https://llama.meta.com/llama3/use-policy/).",131072,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 17:00:00.529992,Meta-Llama-3.2-3B-Instruct,1099,91.29%,Exact variant match; High string similarity; Same model family,137,Meta,YES
meta-llama/llama-3.2-11b-vision-instruct,Meta: Llama 3.2 11B Vision Instruct,YES,"Llama 3.2 11B Vision is a multimodal model with 11 billion parameters, designed to handle tasks combining visual and textual data. It excels in tasks such as image captioning and visual question answering, bridging the gap between language generation and visual reasoning. Pre-trained on a massive dataset of image-text pairs, it performs well in complex, high-accuracy image analysis.

Its ability to integrate visual understanding with language processing makes it an ideal solution for industries requiring comprehensive visual-linguistic AI applications, such as content creation, AI-driven customer service, and research.

Click here for the [original model card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_2/MODEL_CARD_VISION.md).

Usage of this model is subject to [Meta's Acceptable Use Policy](https://www.llama.com/llama3/use-policy/).",131072,0.098,0.098,YES,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:53.829991,CodeLlama-34B-instruct,1039,79.27%,Exact variant match; Same model family,168,Meta,YES
meta-llama/llama-3.2-11b-vision-instruct:free,Meta: Llama 3.2 11B Vision Instruct (free),YES,"Llama 3.2 11B Vision is a multimodal model with 11 billion parameters, designed to handle tasks combining visual and textual data. It excels in tasks such as image captioning and visual question answering, bridging the gap between language generation and visual reasoning. Pre-trained on a massive dataset of image-text pairs, it performs well in complex, high-accuracy image analysis.

Its ability to integrate visual understanding with language processing makes it an ideal solution for industries requiring comprehensive visual-linguistic AI applications, such as content creation, AI-driven customer service, and research.

Click here for the [original model card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_2/MODEL_CARD_VISION.md).

Usage of this model is subject to [Meta's Acceptable Use Policy](https://www.llama.com/llama3/use-policy/).",131072,,,YES,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:53.530303,Llama-3.1-Nemotron-51B-Instruct,1208,79.2%,Exact variant match; Same model family,84,Nvidia,YES
meta-llama/llama-3.2-1b-instruct,Meta: Llama 3.2 1B Instruct,YES,"Llama 3.2 1B is a 1-billion-parameter language model focused on efficiently performing natural language tasks, such as summarization, dialogue, and multilingual text analysis. Its smaller size allows it to operate efficiently in low-resource environments while maintaining strong task performance.

Supporting eight core languages and fine-tunable for more, Llama 1.3B is ideal for businesses or developers seeking lightweight yet powerful AI solutions that can operate in diverse multilingual settings without the high computational demand of larger models.

Click here for the [original model card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_2/MODEL_CARD.md).

Usage of this model is subject to [Meta's Acceptable Use Policy](https://www.llama.com/llama3/use-policy/).",131072,0.01,0.02,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:53.030002,CodeLlama-70B-instruct,1038,82.27%,Exact variant match; Same model family,165,Meta,YES
meta-llama/llama-3.2-1b-instruct:free,Meta: Llama 3.2 1B Instruct (free),YES,"Llama 3.2 1B is a 1-billion-parameter language model focused on efficiently performing natural language tasks, such as summarization, dialogue, and multilingual text analysis. Its smaller size allows it to operate efficiently in low-resource environments while maintaining strong task performance.

Supporting eight core languages and fine-tunable for more, Llama 1.3B is ideal for businesses or developers seeking lightweight yet powerful AI solutions that can operate in diverse multilingual settings without the high computational demand of larger models.

Click here for the [original model card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_2/MODEL_CARD.md).

Usage of this model is subject to [Meta's Acceptable Use Policy](https://www.llama.com/llama3/use-policy/).",131072,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:52.730132,Llama-4-Scout-17B-16E-Instruct,1239,80.57%,Exact variant match; Same model family,70,Meta,YES
meta-llama/llama-3.2-3b-instruct,Meta: Llama 3.2 3B Instruct,YES,"Llama 3.2 3B is a 3-billion-parameter multilingual large language model, optimized for advanced natural language processing tasks like dialogue generation, reasoning, and summarization. Designed with the latest transformer architecture, it supports eight languages, including English, Spanish, and Hindi, and is adaptable for additional languages.

Trained on 9 trillion tokens, the Llama 3.2 3B model excels in instruction-following, complex reasoning, and tool use. Its balanced performance makes it ideal for applications needing accuracy and efficiency in text generation across multilingual settings.

Click here for the [original model card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_2/MODEL_CARD.md).

Usage of this model is subject to [Meta's Acceptable Use Policy](https://www.llama.com/llama3/use-policy/).",131072,0.02,0.04,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:52.429948,Llama-2-13b-chat,1060,83.2%,Exact variant match; Strong feature alignment; Same model family,159,Meta,YES
meta-llama/llama-3.2-3b-instruct:free,Meta: Llama 3.2 3B Instruct (free),YES,"Llama 3.2 3B is a 3-billion-parameter multilingual large language model, optimized for advanced natural language processing tasks like dialogue generation, reasoning, and summarization. Designed with the latest transformer architecture, it supports eight languages, including English, Spanish, and Hindi, and is adaptable for additional languages.

Trained on 9 trillion tokens, the Llama 3.2 3B model excels in instruction-following, complex reasoning, and tool use. Its balanced performance makes it ideal for applications needing accuracy and efficiency in text generation across multilingual settings.

Click here for the [original model card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_2/MODEL_CARD.md).

Usage of this model is subject to [Meta's Acceptable Use Policy](https://www.llama.com/llama3/use-policy/).",20000,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:52.230015,NV-Llama2-70B-SteerLM-Chat,1077,78.22%,Exact variant match; Same model family,147,Nvidia,YES
meta-llama/llama-3.2-90b-vision-instruct,Meta: Llama 3.2 90B Vision Instruct,YES,"The Llama 90B Vision model is a top-tier, 90-billion-parameter multimodal model designed for the most challenging visual reasoning and language tasks. It offers unparalleled accuracy in image captioning, visual question answering, and advanced image-text comprehension. Pre-trained on vast multimodal datasets and fine-tuned with human feedback, the Llama 90B Vision is engineered to handle the most demanding image-based AI tasks.

This model is perfect for industries requiring cutting-edge multimodal AI capabilities, particularly those dealing with complex, real-time visual and textual analysis.

Click here for the [original model card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_2/MODEL_CARD_VISION.md).

Usage of this model is subject to [Meta's Acceptable Use Policy](https://www.llama.com/llama3/use-policy/).",131072,2.4,2.4,YES,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:53.229997,Llama-4-Maverick-17B-128E-Instruct,1266,74.07%,Exact variant match; Same model family,47,Meta,YES
meta-llama/llama-3.3-70b-instruct,Meta: Llama 3.3 70B Instruct,YES,"The Meta Llama 3.3 multilingual large language model (LLM) is a pretrained and instruction tuned generative model in 70B (text in/text out). The Llama 3.3 instruction tuned text only model is optimized for multilingual dialogue use cases and outperforms many of the available open source and closed chat models on common industry benchmarks.

Supported languages: English, German, French, Italian, Portuguese, Hindi, Spanish, and Thai.

[Model Card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_3/MODEL_CARD.md)",131072,0.14,0.5,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:42.630006,Llama-3.3-Nemotron-Super-49B-v1,1293,74.6%,Exact variant match; Same model family,27,Nvidia,YES
meta-llama/llama-3.3-70b-instruct:free,Meta: Llama 3.3 70B Instruct (free),YES,"The Meta Llama 3.3 multilingual large language model (LLM) is a pretrained and instruction tuned generative model in 70B (text in/text out). The Llama 3.3 instruction tuned text only model is optimized for multilingual dialogue use cases and outperforms many of the available open source and closed chat models on common industry benchmarks.

Supported languages: English, German, French, Italian, Portuguese, Hindi, Spanish, and Thai.

[Model Card](https://github.com/meta-llama/llama-models/blob/main/models/llama3_3/MODEL_CARD.md)",131072,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:42.329976,,,,No confident match found,,,NO
meta-llama/llama-3.3-8b-instruct:free,Meta: Llama 3.3 8B Instruct (free),YES,"A lightweight and ultra-fast variant of Llama 3.3 70B, for use when quick response times are needed most.",128000,,,NO,,YES,NO,NO,1300,2025-05-15 21:37:25.095038,2025-05-24 16:59:01.697289,,,,No confident match found,,,NO
